year,round,team,oppo,period,periodSeconds,player,distance,angle,context,xScore,score
2021,1,RICH,CARL,1,75.0,JRiewoldt,39.82,61.5,set,2.36,1
2021,1,CARL,RICH,1,343.0,LCasboult,14.0,0.0,set,5.89,6
2021,1,RICH,CARL,1,533.0,DRioli,34.93,23.63,play,2.71,0
2021,1,CARL,RICH,1,602.0,HMcKay,29.55,-66.04,set,2.98,1
2021,1,RICH,CARL,1,821.0,JRiewoldt,54.42,-20.43,loose,1.96,0
2021,1,RICH,CARL,1,923.0,DMartin,19.21,51.34,set,4.64,0
2021,1,CARL,RICH,1,973.0,LO'Brien,5.0,0.0,play,5.97,6
2021,1,RICH,CARL,1,1152.0,JAarts,40.72,24.68,play,2.54,6
2021,1,RICH,CARL,1,1243.0,DPrestia,27.86,-21.04,play,3.13,1
2021,1,RICH,CARL,1,1352.0,JCastagna,37.64,-50.39,set,3.24,6
2021,1,CARL,RICH,1,1459.0,PDow,18.87,-32.01,play,3.67,6
2021,1,CARL,RICH,1,1599.0,WSetterfield,51.22,-51.34,set,2.11,1
2021,1,RICH,CARL,1,1670.0,JCastagna,5.39,-21.8,play,5.95,6
2021,1,RICH,CARL,1,1802.0,KMcIntosh,55.57,59.74,set,1.42,1
2021,1,CARL,RICH,2,133.0,HMcKay,45.45,39.64,set,2.84,6
2021,1,RICH,CARL,2,371.0,TLynch,53.41,-38.16,set,2.32,6
2021,1,CARL,RICH,2,451.0,JSilvagni,27.73,25.64,play,2.99,6
2021,1,CARL,RICH,2,532.0,MGibbons,34.13,5.04,play,2.91,6
2021,1,RICH,CARL,2,647.0,KLambert,48.1,-46.68,set,2.52,0
2021,1,RICH,CARL,2,885.0,JRiewoldt,12.0,0.0,set,5.94,6
2021,1,RICH,CARL,2,966.0,JCastagna,5.39,21.8,ground,4.21,0
2021,1,CARL,RICH,2,1034.0,ZFisher,24.84,49.9,loose,2.4,1
2021,1,RICH,CARL,2,1124.0,DRioli,11.7,70.02,set,3.84,1
2021,1,RICH,CARL,2,1203.0,DRioli,48.37,7.13,set,3.24,6
2021,1,CARL,RICH,2,1319.0,LFogarty,29.07,-26.57,set,4.75,1
2021,1,RICH,CARL,2,1461.0,DMartin,37.22,6.17,hard,2.03,6
2021,1,RICH,CARL,2,1566.0,JCastagna,9.9,45.0,play,4.75,1
2021,1,CARL,RICH,2,1642.0,ZFisher,45.65,-28.81,set,3.24,1
2021,1,RICH,CARL,2,1731.0,TLynch,43.01,-54.46,set,2.63,0
2021,1,RICH,CARL,2,1801.0,JCaddy,31.62,34.7,set,4.25,6
2021,1,CARL,RICH,2,1959.0,LCasboult,48.41,51.71,set,2.16,1
2021,1,CARL,RICH,3,199.0,OMcDonald,46.53,8.65,play,2.56,6
2021,1,RICH,CARL,3,374.0,DMartin,48.85,22.89,play,2.42,1
2021,1,CARL,RICH,3,418.0,SWalsh,22.67,48.58,play,2.65,1
2021,1,CARL,RICH,3,593.0,HMcKay,38.95,41.88,set,3.34,1
2021,1,RICH,CARL,3,673.0,JCaddy,55.8,53.75,set,1.58,0
2021,1,CARL,RICH,3,819.0,WSetterfield,51.4,52.91,play,2.01,1
2021,1,CARL,RICH,3,887.0,LPlowman,48.02,-58.63,set,2.09,6
2021,1,RICH,CARL,3,979.0,NBalta,81.4,37.01,play,2.05,1
2021,1,RICH,CARL,3,1054.0,JRiewoldt,46.62,-54.61,set,2.35,6
2021,1,RICH,CARL,3,1129.0,DPrestia,36.35,-7.91,play,2.84,0
2021,1,RICH,CARL,3,1139.0,JRiewoldt,31.4,-52.77,loose,2.44,1
2021,1,CARL,RICH,3,1205.0,PCripps,27.0,0.0,play,3.3,1
2021,1,CARL,RICH,3,1399.0,HMcKay,9.22,-40.6,set,5.94,0
2021,1,CARL,RICH,3,1441.0,HMcKay,15.0,-36.87,hard,3.02,1
2021,1,RICH,CARL,3,1703.0,JRiewoldt,44.05,-50.53,set,2.71,6
2021,1,RICH,CARL,4,60.0,DMartin,53.91,40.49,set,2.09,1
2021,1,RICH,CARL,4,337.0,DMartin,24.04,-16.93,set,5.27,6
2021,1,RICH,CARL,4,463.0,JCastagna,13.45,-41.99,ground,2.64,1
2021,1,CARL,RICH,4,549.0,OMcDonald,41.88,-33.31,set,3.48,1
2021,1,RICH,CARL,4,616.0,SBolton,41.76,-16.7,play,2.65,1
2021,1,CARL,RICH,4,675.0,OMcDonald,54.2,-52.5,set,1.86,6
2021,1,RICH,CARL,4,893.0,DRioli,48.55,32.38,set,2.78,6
2021,1,CARL,RICH,4,1026.0,HMcKay,31.91,-32.2,set,4.38,6
2021,1,RICH,CARL,4,1099.0,JGraham,35.38,-42.71,play,2.48,1
2021,1,CARL,RICH,4,1136.0,MGibbons,20.0,36.87,play,3.3,6
2021,1,CARL,RICH,4,1205.0,PDow,33.54,26.57,play,2.71,1
2021,1,RICH,CARL,4,1262.0,TLynch,41.4,37.15,play,2.35,1
2021,1,RICH,CARL,4,1298.0,DMartin,35.47,40.43,loose,2.2,0
2021,1,RICH,CARL,4,1386.0,JAarts,6.4,-51.34,loose,5.22,6
2021,1,RICH,CARL,4,1556.0,JCaddy,20.62,67.17,play,1.97,1
2021,1,RICH,CARL,4,1637.0,SBolton,23.85,33.02,play,3.08,6
2021,1,RICH,CARL,4,1791.0,JRiewoldt,44.72,63.43,set,1.94,6
2021,1,RICH,CARL,4,1911.0,KLambert,37.95,-18.43,set,4.14,1
2021,1,WB,COLL,1,134.0,LVandermeer,36.88,12.53,play,2.76,6
2021,1,WB,COLL,1,249.0,ANaughton,31.62,-34.7,set,4.34,6
2021,1,WB,COLL,1,359.0,JBruce,47.51,-49.27,set,2.48,6
2021,1,COLL,WB,1,464.0,BMihocek,54.13,-25.14,set,2.52,1
2021,1,COLL,WB,1,533.0,MCox,3.0,0.0,set,6.0,6
2021,1,WB,COLL,1,1280.0,JDunkley,32.0,0.0,play,3.02,0
2021,1,WB,COLL,1,1661.0,TLiberatore,34.54,22.11,play,2.74,1
2021,1,WB,COLL,1,1714.0,AScott,54.92,-10.49,play,2.45,1
2021,1,COLL,WB,1,1754.0,JThomas,33.84,-18.97,loose,2.74,1
2021,1,WB,COLL,2,68.0,BSmith,35.36,-45.0,set,3.66,6
2021,1,WB,COLL,2,203.0,ATreloar,18.03,33.69,loose,3.36,1
2021,1,COLL,WB,2,358.0,JElliott,47.42,65.06,set,1.71,6
2021,1,WB,COLL,2,472.0,LMcNeil,9.0,0.0,set,5.99,6
2021,1,WB,COLL,2,638.0,MWallis,13.04,-32.47,loose,4.25,1
2021,1,COLL,WB,2,840.0,JDe Goey,43.46,-23.03,play,2.57,1
2021,1,COLL,WB,2,1136.0,BMihocek,58.05,47.79,set,1.59,6
2021,1,WB,COLL,2,1283.0,TEnglish,40.0,0.0,set,4.07,1
2021,1,COLL,WB,2,1322.0,JThomas,53.46,-7.52,play,2.47,1
2021,1,COLL,WB,2,1363.0,JDe Goey,32.45,33.69,play,2.62,1
2021,1,WB,COLL,2,1433.0,JMacrae,23.32,-30.96,play,3.26,0
2021,1,WB,COLL,2,1507.0,LVandermeer,10.82,33.69,ground,2.66,6
2021,1,WB,COLL,2,1643.0,JBruce,51.66,47.35,set,2.06,0
2021,1,COLL,WB,2,1777.0,JCrisp,54.04,2.12,play,2.46,6
2021,1,WB,COLL,3,144.0,JBruce,13.42,-63.43,set,4.55,0
2021,1,COLL,WB,3,256.0,BMihocek,42.43,-45.0,set,3.05,1
2021,1,WB,COLL,3,465.0,ANaughton,47.17,-57.99,set,2.18,6
2021,1,COLL,WB,3,597.0,BMihocek,11.18,26.57,set,5.93,6
2021,1,WB,COLL,3,816.0,JBruce,53.74,45.0,set,1.98,0
2021,1,WB,COLL,3,923.0,BSmith,8.94,26.57,play,5.48,6
2021,1,COLL,WB,3,1064.0,SPendlebury,36.06,3.18,play,2.84,0
2021,1,WB,COLL,3,1294.0,JDunkley,30.89,29.05,play,2.77,1
2021,1,WB,COLL,3,1461.0,TEnglish,18.38,22.38,set,5.58,6
2021,1,WB,COLL,3,1540.0,BSmith,13.15,8.75,hard,3.23,1
2021,1,WB,COLL,3,1697.0,ANaughton,55.61,-52.31,set,1.77,0
2021,1,WB,COLL,3,1721.0,LHunter,34.83,-50.83,play,2.32,0
2021,1,WB,COLL,4,103.0,TEnglish,48.55,-57.62,set,2.09,1
2021,1,COLL,WB,4,225.0,SPendlebury,20.62,-67.17,loose,2.42,1
2021,1,WB,COLL,4,322.0,MBontempelli,16.76,17.35,set,5.72,1
2021,1,COLL,WB,4,413.0,JDe Goey,18.25,9.46,play,4.11,1
2021,1,COLL,WB,4,522.0,JElliott,12.17,9.46,play,5.09,6
2021,1,COLL,WB,4,635.0,JThomas,10.82,-56.31,play,3.91,1
2021,1,WB,COLL,4,728.0,SMartin,21.02,-2.73,loose,3.61,6
2021,1,COLL,WB,4,1136.0,MCox,6.71,26.57,ground,3.67,1
2021,1,COLL,WB,4,1469.0,MCox,35.47,21.5,set,4.25,6
2021,1,WB,COLL,4,1653.0,AScott,35.74,-17.93,play,2.8,0
2021,1,FRE,MELB,1,158.0,ACerra,40.5,57.09,play,1.98,1
2021,1,FRE,MELB,1,297.0,DMundy,17.03,3.37,play,4.32,1
2021,1,MELB,FRE,1,377.0,CPetracca,21.1,31.43,set,5.23,1
2021,1,FRE,MELB,1,657.0,APearce,35.47,49.57,set,3.3,1
2021,1,MELB,FRE,1,721.0,TMcDonald,42.2,-13.71,set,3.81,1
2021,1,MELB,FRE,1,794.0,ELangdon,43.83,62.85,set,2.03,1
2021,1,MELB,FRE,1,883.0,KPickett,46.23,-51.15,set,2.51,6
2021,1,MELB,FRE,1,957.0,ELangdon,21.54,68.2,play,1.9,6
2021,1,FRE,MELB,1,1119.0,ACerra,42.2,-36.33,set,3.36,0
2021,1,FRE,MELB,1,1136.0,CSerong,30.0,0.0,play,3.12,1
2021,1,MELB,FRE,1,1248.0,BFritsch,4.12,14.04,ground,4.79,6
2021,1,MELB,FRE,1,1359.0,JHarmes,24.04,45.0,hard,2.09,1
2021,1,MELB,FRE,1,1520.0,CPetracca,41.19,5.57,set,3.94,6
2021,1,MELB,FRE,1,1743.0,ANeal-Bullen,46.53,-61.78,set,2.08,0
2021,1,FRE,MELB,2,32.0,MTaberner,31.83,43.73,loose,2.27,1
2021,1,MELB,FRE,2,113.0,JJordon,27.02,2.12,play,3.3,6
2021,1,FRE,MELB,2,278.0,LHenry,37.85,12.2,set,4.19,1
2021,1,FRE,MELB,2,463.0,SSwitkowski,41.04,-43.03,play,2.37,6
2021,1,MELB,FRE,2,619.0,BFritsch,38.47,27.9,set,3.84,1
2021,1,MELB,FRE,2,708.0,JJordon,40.8,17.1,set,3.85,1
2021,1,FRE,MELB,2,849.0,LHenry,36.24,62.02,set,2.58,6
2021,1,MELB,FRE,2,1003.0,BFritsch,48.41,51.71,set,2.16,0
2021,1,MELB,FRE,2,1023.0,TMcDonald,15.65,-63.43,set,4.26,6
2021,1,FRE,MELB,2,1095.0,SSwitkowski,28.86,14.04,play,3.1,1
2021,1,FRE,MELB,2,1145.0,LSchultz,23.02,-2.49,play,3.62,6
2021,1,MELB,FRE,2,1267.0,JHarmes,15.26,31.61,play,4.11,6
2021,1,MELB,FRE,3,161.0,TMcDonald,36.5,-9.46,set,4.36,1
2021,1,FRE,MELB,3,264.0,MTaberner,37.95,71.57,set,1.95,0
2021,1,FRE,MELB,3,419.0,MTaberner,33.84,55.84,set,3.11,6
2021,1,FRE,MELB,3,546.0,CBlakely,46.96,26.57,set,3.08,6
2021,1,FRE,MELB,3,646.0,TColyer,42.52,-41.19,loose,2.23,0
2021,1,MELB,FRE,3,785.0,BFritsch,46.86,50.19,set,2.34,6
2021,1,FRE,MELB,3,1301.0,TColyer,41.77,11.04,set,3.84,1
2021,1,MELB,FRE,3,1535.0,MGawn,22.02,2.6,hard,2.61,0
2021,1,MELB,FRE,3,1616.0,JLever,32.56,42.51,set,3.87,1
2021,1,MELB,FRE,3,1735.0,CSpargo,3.16,-18.43,set,6.0,6
2021,1,FRE,MELB,3,1805.0,ABrayshaw,48.17,4.76,play,2.54,6
2021,1,FRE,MELB,4,155.0,TColyer,46.96,26.57,play,2.41,0
2021,1,FRE,MELB,4,241.0,JAish,46.17,-17.65,play,2.55,1
2021,1,FRE,MELB,4,426.0,TColyer,38.6,-36.57,loose,2.41,0
2021,1,FRE,MELB,4,595.0,LHenry,35.78,26.57,hard,1.94,0
2021,1,MELB,FRE,4,687.0,CPetracca,22.36,-10.3,play,3.66,6
2021,1,MELB,FRE,4,815.0,TMcDonald,47.71,-56.98,set,2.18,6
2021,1,MELB,FRE,4,957.0,ABrayshaw,52.17,12.17,set,2.83,1
2021,1,MELB,FRE,4,1103.0,LJackson,49.5,8.13,set,3.13,0
2021,1,MELB,FRE,4,1167.0,TSparrow,52.35,43.45,set,2.13,1
2021,1,FRE,MELB,4,1237.0,MTaberner,30.87,65.1,set,2.76,6
2021,1,MELB,FRE,4,1392.0,NJones,36.12,4.76,play,2.84,1
2021,1,MELB,FRE,4,1451.0,JHarmes,47.51,40.73,set,2.62,1
2021,1,FRE,MELB,4,1475.0,MTaberner,45.69,-23.2,play,2.53,6
2021,1,MELB,FRE,4,1591.0,LJackson,37.05,-3.09,set,4.34,1
2021,1,MELB,FRE,4,1747.0,CPetracca,47.8,37.35,set,2.71,0
2021,1,ADEL,GEEL,1,92.0,RLaird,23.07,60.1,play,2.18,1
2021,1,ADEL,GEEL,1,207.0,TWalker,48.97,32.07,hard,1.58,6
2021,1,GEEL,ADEL,1,334.0,JJenkins,50.54,-2.27,set,3.07,1
2021,1,ADEL,GEEL,1,429.0,SBerry,27.68,-16.8,play,3.18,1
2021,1,GEEL,ADEL,1,459.0,RStanley,73.5,0.0,set,1.18,6
2021,1,ADEL,GEEL,1,689.0,TLynch,50.77,50.19,set,2.04,6
2021,1,GEEL,ADEL,1,772.0,LDahlhaus,28.66,-6.01,loose,3.06,1
2021,1,ADEL,GEEL,1,831.0,BFrampton,50.51,-1.13,set,3.07,6
2021,1,ADEL,GEEL,1,1175.0,TWalker,49.6,-37.22,set,2.67,1
2021,1,GEEL,ADEL,1,1240.0,CGuthrie,38.81,-14.93,play,2.73,0
2021,1,ADEL,GEEL,1,1428.0,TWalker,33.03,39.47,loose,2.31,1
2021,1,GEEL,ADEL,1,1662.0,BParfitt,30.57,-15.17,set,4.8,6
2021,1,ADEL,GEEL,1,1889.0,LMurphy,48.59,-49.59,play,2.2,6
2021,1,ADEL,GEEL,2,60.0,RLaird,22.05,-32.97,play,3.32,0
2021,1,ADEL,GEEL,2,161.0,SMcAdam,27.61,35.42,set,4.57,6
2021,1,ADEL,GEEL,2,463.0,JRowe,25.81,-44.22,play,2.76,6
2021,1,GEEL,ADEL,2,568.0,ISmith,45.7,-17.84,play,2.56,0
2021,1,ADEL,GEEL,2,658.0,NMcHenry,31.1,-53.5,set,3.62,6
2021,1,GEEL,ADEL,2,767.0,GRohan,47.94,-30.04,set,3.0,6
2021,1,ADEL,GEEL,2,1188.0,TWalker,55.58,-3.09,set,2.58,6
2021,1,GEEL,ADEL,2,1291.0,SMenegola,8.08,-21.8,set,5.99,6
2021,1,ADEL,GEEL,2,1533.0,BSmith,53.02,-21.0,play,2.44,1
2021,1,GEEL,ADEL,2,1654.0,BParfitt,24.4,44.17,set,4.52,6
2021,1,ADEL,GEEL,2,1774.0,TWalker,35.4,-36.38,set,3.96,6
2021,1,ADEL,GEEL,2,1913.0,NMcHenry,43.5,0.0,set,3.75,6
2021,1,ADEL,GEEL,2,1988.0,BKeays,32.87,33.21,play,2.62,1
2021,1,GEEL,ADEL,2,2074.0,JJenkins,49.51,-33.05,set,2.79,1
2021,1,GEEL,ADEL,2,2180.0,GRohan,25.81,8.91,play,3.34,0
2021,1,ADEL,GEEL,2,2284.0,HSchoenberg,49.24,34.66,set,2.66,1
2021,1,ADEL,GEEL,2,2342.0,TWalker,54.09,13.91,set,2.63,6
2021,1,GEEL,ADEL,3,41.0,MBlicavs,17.41,-39.17,play,3.63,6
2021,1,ADEL,GEEL,3,140.0,LMurphy,32.42,63.43,loose,1.81,1
2021,1,GEEL,ADEL,3,171.0,MBlicavs,34.05,29.95,play,2.64,0
2021,1,GEEL,ADEL,3,333.0,ISmith,13.79,-46.47,play,3.87,1
2021,1,GEEL,ADEL,3,420.0,THawkins,28.11,51.5,set,3.82,1
2021,1,ADEL,GEEL,3,575.0,TWalker,45.68,48.11,set,2.51,6
2021,1,ADEL,GEEL,3,728.0,JRowe,32.19,43.11,set,3.88,6
2021,1,GEEL,ADEL,3,902.0,THawkins,47.02,8.56,set,3.36,6
2021,1,GEEL,ADEL,3,1104.0,CGuthrie,37.91,41.26,set,3.45,6
2021,1,GEEL,ADEL,3,1217.0,LDahlhaus,48.51,1.18,set,3.26,6
2021,1,GEEL,ADEL,3,1409.0,THawkins,38.16,31.61,play,2.5,6
2021,1,ADEL,GEEL,3,1636.0,BFrampton,46.6,3.69,set,3.44,1
2021,1,GEEL,ADEL,3,1759.0,GRohan,38.51,1.49,set,4.2,1
2021,1,ADEL,GEEL,4,246.0,NMcHenry,33.77,62.68,play,1.9,1
2021,1,ADEL,GEEL,4,423.0,LMurphy,35.3,52.48,set,3.17,0
2021,1,GEEL,ADEL,4,499.0,SHiggins,6.5,0.0,ground,4.02,1
2021,1,GEEL,ADEL,4,564.0,ZGuthrie,35.02,9.87,play,2.85,1
2021,1,ADEL,GEEL,4,615.0,HSchoenberg,6.5,0.0,play,5.9,6
2021,1,GEEL,ADEL,4,751.0,ISmith,34.92,29.13,set,4.13,6
2021,1,ADEL,GEEL,4,864.0,BFrampton,28.15,-12.31,set,5.02,6
2021,1,ADEL,GEEL,4,1052.0,RLaird,36.0,62.72,set,2.56,1
2021,1,GEEL,ADEL,4,1082.0,ISmith,24.15,27.1,play,3.2,6
2021,1,GEEL,ADEL,4,1218.0,ISmith,53.64,-11.83,set,2.73,0
2021,1,GEEL,ADEL,4,1274.0,SHiggins,51.44,-25.32,play,2.43,1
2021,1,GEEL,ADEL,4,1392.0,CGuthrie,43.81,-38.05,play,2.4,1
2021,1,GEEL,ADEL,4,1453.0,GMiers,46.35,-20.19,set,3.34,6
2021,1,GEEL,ADEL,4,1550.0,THawkins,24.25,14.32,loose,3.22,1
2021,1,ADEL,GEEL,4,1694.0,PSeedsman,49.0,-36.29,play,2.36,1
2021,1,ADEL,GEEL,4,1783.0,BFrampton,45.71,-30.21,set,3.2,1
2021,1,HAW,ESS,1,47.0,JCeglar,20.25,-20.22,set,5.5,6
2021,1,ESS,HAW,1,378.0,SDraper,35.36,-8.13,play,2.87,1
2021,1,ESS,HAW,1,489.0,CHooker,26.63,-34.29,set,4.77,1
2021,1,HAW,ESS,1,584.0,HMorrison,25.02,2.29,play,3.44,6
2021,1,ESS,HAW,1,758.0,AMcDonald-Tipungwuti,38.08,13.67,set,4.15,6
2021,1,ESS,HAW,1,865.0,JCaldwell,31.38,30.65,set,4.39,1
2021,1,ESS,HAW,1,1085.0,DShiel,44.64,-15.59,set,3.56,6
2021,1,HAW,ESS,1,1294.0,TBrockman,36.69,17.45,set,4.22,6
2021,1,HAW,ESS,1,1562.0,OHanrahan,36.77,45.0,set,3.4,1
2021,1,ESS,HAW,1,1681.0,HJones,35.23,6.52,set,4.47,1
2021,1,ESS,HAW,2,182.0,AMcGrath,35.38,-42.71,play,2.48,6
2021,1,ESS,HAW,2,350.0,DParish,33.97,42.61,set,3.75,1
2021,1,HAW,ESS,2,390.0,CJiath,40.8,-17.1,play,2.67,1
2021,1,ESS,HAW,2,548.0,WSnelling,29.0,-43.6,loose,2.7,6
2021,1,ESS,HAW,2,793.0,CHooker,17.46,66.37,set,3.6,6
2021,1,ESS,HAW,2,896.0,HJones,46.69,-46.74,set,2.63,0
2021,1,ESS,HAW,2,1087.0,ZMerrett,40.5,-32.91,set,3.61,6
2021,1,HAW,ESS,2,1164.0,TBrockman,37.95,18.43,play,2.68,0
2021,1,ESS,HAW,2,1290.0,DShiel,36.77,-45.0,play,2.4,6
2021,1,ESS,HAW,2,1429.0,PWright,51.87,-19.13,set,2.83,6
2021,1,ESS,HAW,2,1501.0,DSmith,45.54,-8.84,play,2.6,6
2021,1,ESS,HAW,2,1611.0,AMcGrath,22.56,12.8,loose,3.37,1
2021,1,HAW,ESS,2,1691.0,OHanrahan,47.13,17.28,set,3.25,6
2021,1,HAW,ESS,2,1850.0,JO'Meara,29.41,17.82,play,3.02,1
2021,1,ESS,HAW,2,1930.0,KLangford,34.41,54.46,play,2.1,0
2021,1,ESS,HAW,2,2049.0,AMcDonald-Tipungwuti,30.0,0.0,set,4.92,6
2021,1,HAW,ESS,3,141.0,TO'Brien,34.21,37.87,set,3.91,6
2021,1,HAW,ESS,3,283.0,DMoore,25.0,0.0,set,5.28,6
2021,1,ESS,HAW,3,355.0,SDraper,31.02,-1.85,play,3.07,0
2021,1,HAW,ESS,3,456.0,TBrockman,25.5,64.44,set,3.16,6
2021,1,ESS,HAW,3,556.0,AMcDonald-Tipungwuti,38.05,3.01,play,2.78,1
2021,1,HAW,ESS,3,595.0,DMoore,16.16,21.8,loose,3.87,6
2021,1,ESS,HAW,3,790.0,HJones,40.31,-7.13,set,4.03,1
2021,1,HAW,ESS,3,847.0,HMorrison,16.0,0.0,set,5.81,6
2021,1,HAW,ESS,3,1310.0,OHanrahan,41.23,-22.83,set,3.77,0
2021,1,HAW,ESS,3,1323.0,TPhillips,22.02,2.6,play,3.71,6
2021,1,HAW,ESS,3,1479.0,LBreust,53.04,-44.24,set,2.19,0
2021,1,HAW,ESS,3,1484.0,DMoore,3.0,0.0,loose,5.99,6
2021,1,ESS,HAW,3,1609.0,DParish,48.33,-24.44,set,3.08,6
2021,1,HAW,ESS,3,1728.0,LBreust,8.06,7.13,play,5.74,6
2021,1,ESS,HAW,4,26.0,DSmith,31.4,-52.77,play,2.34,1
2021,1,ESS,HAW,4,171.0,HJones,42.52,-48.81,set,2.9,1
2021,1,ESS,HAW,4,259.0,MRedman,37.34,20.38,set,4.11,1
2021,1,HAW,ESS,4,464.0,LBreust,41.62,35.22,set,3.34,1
2021,1,HAW,ESS,4,552.0,LBreust,49.2,-37.57,set,2.7,1
2021,1,HAW,ESS,4,767.0,LBreust,27.17,6.34,play,3.27,0
2021,1,HAW,ESS,4,855.0,BMcEvoy,21.4,-37.41,set,5.11,6
2021,1,HAW,ESS,4,944.0,JKoschitzke,27.31,-23.75,play,3.12,1
2021,1,ESS,HAW,4,1080.0,SDraper,36.06,-19.44,set,4.29,6
2021,1,ESS,HAW,4,1379.0,DSmith,43.14,-45.94,set,2.96,6
2021,1,HAW,ESS,4,1481.0,TO'Brien,24.41,-34.99,set,4.93,6
2021,1,BL,SYD,1,39.0,ZBailey,56.08,-21.99,play,2.4,6
2021,1,BL,SYD,1,168.0,ZBailey,47.01,23.84,play,2.43,6
2021,1,BL,SYD,1,306.0,JDaniher,36.88,40.6,play,2.36,6
2021,1,SYD,BL,1,582.0,IHeeney,52.01,-52.03,set,2.03,1
2021,1,SYD,BL,1,666.0,LMcDonald,46.49,18.82,play,2.49,6
2021,1,SYD,BL,1,911.0,SReid,43.6,53.39,set,2.46,1
2021,1,SYD,BL,1,1080.0,JPKennedy,36.67,25.87,set,4.05,1
2021,1,SYD,BL,1,1153.0,EGulden,39.56,-16.14,play,2.7,0
2021,1,BL,SYD,1,1317.0,JDaniher,59.68,31.29,play,2.23,1
2021,1,SYD,BL,1,1389.0,IHeeney,22.8,15.26,play,3.53,6
2021,1,BL,SYD,1,1500.0,OMcInerney,19.85,-49.09,hard,2.63,1
2021,1,SYD,BL,1,1638.0,LMcDonald,33.02,54.87,set,3.22,1
2021,1,SYD,BL,2,43.0,CMills,46.57,14.93,set,3.34,6
2021,1,SYD,BL,2,233.0,EGulden,44.41,54.16,set,2.37,6
2021,1,SYD,BL,2,506.0,IHeeney,46.75,48.47,set,2.41,6
2021,1,SYD,BL,2,637.0,EGulden,40.31,7.13,set,4.01,6
2021,1,SYD,BL,2,720.0,SWicks,41.15,25.94,play,2.51,6
2021,1,BL,SYD,2,861.0,JLyons,32.06,3.58,play,3.0,6
2021,1,BL,SYD,2,983.0,JDaniher,36.06,-3.18,set,4.42,6
2021,1,BL,SYD,2,1193.0,ZBailey,49.82,-51.52,play,2.17,0
2021,1,BL,SYD,2,1226.0,ZBailey,45.79,-58.39,hard,1.91,0
2021,1,BL,SYD,2,1306.0,KColeman,30.0,0.0,loose,2.96,6
2021,1,BL,SYD,2,1381.0,LMcCarthy,40.61,9.93,loose,2.39,6
2021,1,BL,SYD,2,1576.0,OMcInerney,19.92,-17.53,set,5.55,6
2021,1,SYD,BL,2,1859.0,SReid,52.35,43.45,set,2.13,6
2021,1,BL,SYD,2,2032.0,JDaniher,42.44,55.56,loose,1.74,1
2021,1,SYD,BL,3,72.0,NBlakey,51.92,-15.64,set,2.86,6
2021,1,BL,SYD,3,143.0,ZBailey,46.69,9.87,play,2.55,6
2021,1,SYD,BL,3,469.0,LMcDonald,31.26,-7.35,set,4.81,6
2021,1,SYD,BL,3,634.0,TPapley,55.04,-2.08,set,2.63,1
2021,1,SYD,BL,3,845.0,IHeeney,29.61,-11.69,set,4.91,6
2021,1,BL,SYD,3,912.0,KColeman,52.2,-36.43,hard,1.76,1
2021,1,SYD,BL,3,1041.0,CMills,49.09,-3.5,set,3.21,6
2021,1,SYD,BL,3,1238.0,LMcDonald,3.0,0.0,play,6.0,6
2021,1,SYD,BL,3,1472.0,SReid,38.01,63.43,set,2.38,6
2021,1,BL,SYD,3,1548.0,DZorko,22.8,-52.13,hard,2.5,1
2021,1,BL,SYD,3,1575.0,JBerry,54.49,-42.77,play,2.24,6
2021,1,SYD,BL,3,1652.0,SWicks,42.95,12.09,play,2.61,6
2021,1,SYD,BL,3,1792.0,EGulden,21.1,5.44,play,3.8,6
2021,1,BL,SYD,3,1899.0,EHipwood,40.46,-50.01,set,3.02,0
2021,1,SYD,BL,3,2063.0,TPapley,29.97,25.71,set,4.64,6
2021,1,SYD,BL,4,95.0,LMcDonald,19.24,27.9,loose,3.39,0
2021,1,BL,SYD,4,315.0,JDaniher,46.07,27.12,loose,2.03,0
2021,1,BL,SYD,4,439.0,LMcCarthy,23.09,-4.97,set,5.41,6
2021,1,SYD,BL,4,654.0,LParker,51.87,-56.0,set,1.92,6
2021,1,SYD,BL,4,867.0,EGulden,33.12,61.11,play,1.94,1
2021,1,SYD,BL,4,895.0,IHeeney,38.12,4.51,play,2.77,1
2021,1,SYD,BL,4,966.0,LParker,31.0,0.0,set,4.84,6
2021,1,BL,SYD,4,1237.0,HMcCluggage,36.06,56.31,set,2.91,6
2021,1,SYD,BL,4,1311.0,JPKennedy,39.05,2.94,play,2.75,1
2021,1,BL,SYD,4,1483.0,DZorko,30.87,-24.9,play,2.92,1
2021,1,BL,SYD,4,1529.0,EHipwood,59.03,51.19,set,1.44,6
2021,1,BL,SYD,4,1856.0,DZorko,38.6,53.43,set,2.85,6
2021,1,PORT,NMFC,1,37.0,TBoak,40.0,53.13,play,2.06,1
2021,1,NMFC,PORT,1,163.0,LDavies-Uniacke,52.5,40.36,set,2.21,1
2021,1,NMFC,PORT,1,250.0,JMahony,35.69,-11.31,play,2.85,0
2021,1,PORT,NMFC,1,323.0,KAmon,21.38,-10.78,loose,3.58,6
2021,1,NMFC,PORT,1,464.0,TPowell,16.28,47.49,set,5.16,6
2021,1,PORT,NMFC,1,602.0,PLadhams,51.09,49.76,set,2.03,1
2021,1,PORT,NMFC,1,691.0,TBoak,17.09,20.56,play,4.11,6
2021,1,NMFC,PORT,1,809.0,KTurner,32.25,-60.26,loose,2.27,1
