year,round,home,away,home.xScore,away.xScore
2023,22,BL,ADEL,91.34,100.93
2023,22,CARL,MELB,53.29,59.33
2023,22,WCE,FRE,48.55,116.87
2023,22,HAW,WB,79.88,71.69
2023,22,STK,RICH,91.4,75.53
2023,22,PORT,GWS,106.8,76.05
2023,23,COLL,BL,90.49,92.51
2023,23,RICH,NMFC,102.02,93.52
2023,23,GCFC,CARL,87.4,92.38
2023,23,GWS,ESS,133.32,45.65
2023,23,STK,GEEL,109.87,54.79
2023,23,ADEL,SYD,77.06,81.7
2023,23,WB,WCE,81.84,81.59
2023,23,MELB,HAW,85.97,56.52
2023,23,FRE,PORT,65.53,81.96
2023,24,ESS,COLL,49.29,82.26
2023,24,HAW,FRE,56.69,85.3
2023,24,NMFC,GCFC,117.48,90.94
2023,24,BL,STK,102.92,54.3
2023,24,GEEL,WB,98.16,86.9
2023,24,WCE,ADEL,69.68,137.49
2023,24,PORT,RICH,107.43,74.3
2023,24,SYD,MELB,89.21,90.42
2023,24,CARL,GWS,66.26,97.35
2023,25,COLL,MELB,53.5,71.85
2023,25,CARL,SYD,69.98,70.73
2023,25,STK,GWS,82.64,95.94
2023,25,BL,PORT,101.95,89.92
2023,26,MELB,CARL,81.82,63.5
2023,26,PORT,GWS,79.12,94.12
2023,27,COLL,GWS,59.74,64.57
2023,27,BL,CARL,85.5,62.89
2023,28,COLL,BL,82.25,68.53
2024,0,SYD,MELB,85.27,63.65
2024,0,BL,CARL,84.28,66.09
2024,0,GCFC,RICH,104.35,50.56
2024,0,GWS,COLL,73.36,90.84
2024,1,CARL,RICH,95.93,81.46
2024,1,COLL,SYD,62.95,100.36
2024,1,ESS,HAW,79.9,90.12
2024,1,GWS,NMFC,136.67,67.14
2024,1,GEEL,STK,97.77,89.58
2024,1,GCFC,ADEL,63.54,50.11
2024,1,MELB,WB,87.59,70.26
2024,1,PORT,WCE,127.07,73.78
2024,1,FRE,BL,85.76,71.17
2024,2,STK,COLL,75.4,67.68
2024,2,ADEL,GEEL,85.16,77.59
2024,2,NMFC,FRE,77.33,97.11
2024,2,HAW,MELB,48.55,77.63
2024,2,SYD,ESS,117.0,92.89
2024,2,WB,GCFC,105.02,59.24
2024,2,RICH,PORT,82.64,129.14
2024,2,WCE,GWS,47.16,94.9
2024,3,BL,COLL,64.12,71.36
2024,3,NMFC,CARL,72.53,123.5
2024,3,FRE,ADEL,80.57,41.13
2024,3,ESS,STK,77.58,83.94
2024,3,PORT,MELB,93.87,65.16
2024,3,WB,WCE,91.91,56.38
2024,3,RICH,SYD,77.81,76.85
2024,3,HAW,GEEL,74.78,78.93
2024,4,ADEL,MELB,81.05,85.63
2024,4,BL,NMFC,135.65,42.03
2024,4,PORT,ESS,89.93,40.27
2024,4,WCE,SYD,90.98,102.86
2024,4,FRE,CARL,74.62,81.04
2024,4,WB,GEEL,93.41,83.0
2024,4,GCFC,GWS,87.62,102.84
2024,4,RICH,STK,53.26,75.73
2024,4,COLL,HAW,74.37,66.71
2024,5,MELB,BL,58.16,83.01
2024,5,WB,ESS,81.82,81.91
2024,5,GWS,STK,82.98,80.84
2024,5,CARL,ADEL,95.16,95.04
2024,5,GCFC,HAW,82.58,51.88
2024,5,PORT,FRE,76.94,61.35
2024,5,GEEL,NMFC,125.36,55.16
2024,5,WCE,RICH,112.24,72.9
2024,6,STK,WB,72.52,105.52
2024,6,ADEL,ESS,62.98,84.23
2024,6,COLL,PORT,122.18,73.37
2024,6,CARL,GWS,116.94,89.56
2024,6,BL,GEEL,50.42,60.18
2024,6,WCE,FRE,91.12,64.22
2024,6,SYD,GCFC,81.45,57.26
2024,6,NMFC,HAW,64.25,101.24
2024,7,RICH,MELB,56.21,77.71
2024,7,ESS,COLL,81.79,90.02
2024,7,GWS,BL,82.73,68.37
2024,7,PORT,STK,91.88,54.74
2024,7,NMFC,ADEL,62.95,122.28
2024,7,GEEL,CARL,99.69,99.32
2024,7,FRE,WB,95.71,76.51
2024,7,GCFC,WCE,88.27,56.28
2024,7,HAW,SYD,66.15,93.51
2024,8,ADEL,PORT,59.73,69.11
2024,8,CARL,COLL,81.41,81.15
2024,8,SYD,GWS,74.94,55.12
2024,8,STK,NMFC,96.44,56.9
2024,8,MELB,GEEL,84.13,63.11
2024,8,WCE,ESS,90.01,79.82
2024,8,RICH,FRE,48.82,98.17
2024,8,WB,HAW,94.81,115.75
2024,8,BL,GCFC,99.74,51.86
2024,9,CARL,MELB,51.11,72.47
2024,9,GEEL,PORT,92.37,92.58
2024,9,FRE,SYD,78.37,89.8
2024,9,HAW,STK,65.48,70.74
2024,9,ESS,GWS,82.93,65.6
2024,9,GCFC,NMFC,111.18,61.35
2024,9,RICH,WB,37.94,141.94
2024,9,COLL,WCE,100.07,43.53
2024,9,ADEL,BL,87.08,91.8
2024,10,GCFC,GEEL,128.22,74.21
2024,10,SYD,CARL,111.82,64.08
2024,10,COLL,ADEL,68.35,67.86
2024,10,GWS,WB,51.04,91.5
2024,10,BL,RICH,148.07,62.75
2024,10,STK,FRE,53.11,106.11
2024,10,ESS,NMFC,99.44,67.83
2024,10,PORT,HAW,69.05,78.82
2024,10,WCE,MELB,106.75,64.13
2024,11,WB,SYD,92.17,87.22
2024,11,FRE,COLL,62.13,96.77
2024,11,NMFC,PORT,51.49,96.31
2024,11,CARL,GCFC,100.97,64.4
2024,11,GEEL,GWS,64.44,73.06
2024,11,RICH,ESS,66.13,80.65
2024,11,HAW,BL,96.03,83.57
2024,11,MELB,STK,95.96,79.75
2024,11,ADEL,WCE,109.26,53.38
2024,12,PORT,CARL,80.39,90.45
2024,12,COLL,WB,78.08,98.61
2024,12,HAW,ADEL,100.31,59.97
2024,12,WCE,STK,62.3,88.69
2024,12,GEEL,RICH,90.13,66.82
2024,12,MELB,FRE,57.47,117.38
2024,12,GCFC,ESS,78.07,93.58
2024,13,ADEL,RICH,88.14,69.45
2024,13,WB,BL,69.42,104.96
2024,13,HAW,GWS,105.31,85.17
2024,13,WCE,NMFC,75.29,77.94
2024,13,STK,GCFC,62.24,53.55
2024,13,SYD,GEEL,85.91,71.16
2024,13,ESS,CARL,94.61,85.54
2024,13,COLL,MELB,70.07,68.14
2024,14,BL,STK,108.9,92.24
2024,14,WB,FRE,133.53,83.77
2024,14,RICH,HAW,53.2,97.16
2024,14,ADEL,SYD,52.54,108.12
2024,14,NMFC,COLL,94.38,102.2
2024,14,GWS,PORT,89.39,61.5
2024,15,CARL,GEEL,116.54,71.33
2024,15,PORT,BL,79.31,108.54
2024,15,GWS,SYD,77.64,91.26
2024,15,MELB,NMFC,56.42,62.2
2024,15,ESS,WCE,97.82,79.66
2024,15,FRE,GCFC,86.6,61.34
2024,16,BL,MELB,89.78,84.79
2024,16,SYD,FRE,92.04,73.9
2024,16,NMFC,WB,55.49,93.88
2024,16,GCFC,COLL,110.74,83.84
2024,16,ADEL,GWS,110.35,76.06
2024,16,GEEL,ESS,93.8,62.49
2024,16,STK,PORT,76.49,76.96
2024,16,RICH,CARL,68.66,92.63
2024,16,WCE,HAW,45.37,120.63
2024,17,COLL,ESS,69.93,100.39
2024,17,NMFC,GCFC,67.87,80.94
2024,17,PORT,WB,111.23,54.32
2024,17,GEEL,HAW,120.95,52.36
2024,17,GWS,CARL,100.9,79.25
2024,17,FRE,RICH,95.72,68.72
2024,17,MELB,WCE,102.92,67.16
2024,17,STK,SYD,75.6,91.74
2024,17,BL,ADEL,104.49,70.0
2024,18,COLL,GEEL,67.83,90.31
2024,18,SYD,NMFC,133.47,52.82
2024,18,HAW,FRE,82.62,77.33
2024,18,WB,CARL,100.38,91.8
2024,18,ADEL,STK,67.08,55.87
2024,18,MELB,ESS,71.58,76.59
2024,18,GCFC,PORT,84.87,64.92
2024,18,RICH,GWS,95.75,88.78
2024,18,WCE,BL,83.7,99.96
2024,19,ESS,ADEL,97.33,80.9
2024,19,STK,WCE,105.44,43.27
2024,19,GWS,GCFC,63.39,84.34
2024,19,HAW,COLL,115.07,80.73
2024,19,PORT,RICH,109.97,62.42
2024,19,GEEL,WB,49.73,117.41
2024,19,BL,SYD,81.94,65.82
2024,19,FRE,MELB,126.38,59.17
2024,19,CARL,NMFC,95.34,73.35
2024,20,CARL,PORT,64.13,96.43
2024,20,NMFC,GEEL,64.17,88.7
2024,20,GCFC,BL,82.28,94.0
2024,20,STK,ESS,98.03,53.13
2024,20,MELB,GWS,63.79,77.04
2024,20,FRE,WCE,110.27,60.01
2024,20,COLL,RICH,93.48,88.11
2024,20,SYD,WB,53.64,105.26
2024,20,ADEL,HAW,61.03,110.58
2024,21,WB,MELB,134.79,61.58
2024,21,WCE,GCFC,81.81,92.05
2024,21,NMFC,RICH,69.0,84.79
2024,21,GEEL,ADEL,106.11,72.22
2024,21,COLL,CARL,87.48,77.95
2024,21,PORT,SYD,137.4,33.54
2024,21,GWS,HAW,85.88,76.45
2024,21,ESS,FRE,70.61,61.07
2024,21,STK,BL,46.74,100.7
2024,22,SYD,COLL,73.97,93.76
2024,22,NMFC,WCE,91.31,101.9
2024,22,BL,GWS,95.17,63.44
2024,22,FRE,GEEL,59.66,72.91
2024,22,ESS,GCFC,88.36,91.73
2024,22,MELB,PORT,62.26,76.8
2024,22,CARL,HAW,45.42,103.85
2024,22,RICH,STK,70.38,99.94
2024,22,ADEL,WB,100.17,94.75
2024,23,ESS,SYD,72.27,73.24
2024,23,GCFC,MELB,58.83,103.61
2024,23,GWS,FRE,89.41,94.06
2024,23,COLL,BL,85.66,84.99
2024,23,PORT,ADEL,45.57,30.1
2024,23,STK,GEEL,95.55,74.93
2024,23,HAW,RICH,129.61,55.4
2024,23,WCE,CARL,14.17,20.5
2024,24,MELB,COLL,60.06,112.47
2024,24,HAW,NMFC,135.23,46.13
2024,24,GEEL,WCE,149.36,69.76
2024,24,RICH,GCFC,58.97,84.27
2024,24,BL,ESS,99.57,59.82
2024,24,SYD,ADEL,84.12,84.22
2024,24,WB,GWS,94.41,54.52
2024,24,CARL,STK,72.6,76.81
2024,24,FRE,PORT,79.14,76.77
2024,25,PORT,GEEL,56.8,131.43
2024,25,WB,HAW,52.13,96.58
2024,25,SYD,GWS,66.91,77.75
2024,25,BL,CARL,108.77,62.43
2024,26,PORT,HAW,65.26,58.17
2024,26,GWS,BL,97.02,96.49
2024,27,SYD,PORT,90.03,76.1
2024,27,GEEL,BL,97.18,86.97
2024,28,SYD,BL,58.4,113.51
